song,numerator_A,denominator_A,numerator_S,denominator_S
あの夏に咲け,134,658,62,285
ただ君に晴れ,101,329,98,284
カトレア,34,398,65,310
ブレーメン,96,515,114,463
冬眠,42,250,103,326
又三郎,77,242,26,175
左右盲,39,259,198,900
月に吠える,55,470,71,534
準透明少年,106,500,47,303
爆弾魔,38,146,207,470
第一夜,229,641,54,260
老人と海,29,391,24,451
言って。,61,233,127,487
負け犬にアンコールはいらない,78,273,144,545
都落ち,54,361,31,210
雲と幽霊,42,240,110,506
靴の花火,37,147,106,651
４５１,87,476,16,504
