song,numerator_A,denominator_A,numerator_S,denominator_S
あの夏に咲け,4.577866577866577,23.55904544801603,3.5805555555555557,16.762012987012987
ただ君に晴れ,2.973809523809523,11.473199023199028,4.898448773448773,13.746933621933621
カトレア,1.6969696969696968,17.79189144189144,3.9552669552669553,17.971312021312023
ブレーメン,5.689105339105338,26.45068265068266,5.78903318903319,23.713042513042517
冬眠,2.8976190476190475,14.636255411255412,5.161616161616161,17.32292152292152
又三郎,4.474206349206349,13.922691197691194,2.1952380952380954,13.18531746031746
左右盲,2.196428571428571,15.54635642135642,5.306382424764777,26.091500540223432
月に吠える,3.238095238095238,24.736829836829845,4.158116883116882,29.911763236763235
準透明少年,4.7802669552669546,20.00457597957597,3.3888888888888884,19.369191919191923
爆弾魔,2.5952380952380953,9.369480519480517,11.263492063492064,24.353857253857257
第一夜,7.610253635253635,21.34576999797587,2.331457431457432,10.695419857919857
老人と海,1.4512820512820515,15.694605394605396,1.625,26.78712121212122
言って。,3.863095238095238,14.438492063492063,4.883585858585858,18.476090576090574
負け犬にアンコールはいらない,5.435317460317461,16.750468975468976,8.108658008658006,27.876307026307018
都落ち,4.074999999999999,23.093181818181822,2.4126984126984126,12.66738816738817
雲と幽霊,2.6488095238095237,13.935064935064934,3.5656066156066157,13.896570586276471
靴の花火,2.722222222222222,9.319444444444443,4.593298368298368,26.614194139194144
４５１,2.534731934731935,16.778205128205126,0.9636363636363636,15.17383717933254
