song,numerator_A,denominator_A,numerator_S,denominator_S
あの夏に咲け,12.725432900432898,49.72543290043291,9.352777777777778,33.352777777777774
ただ君に晴れ,10.729797979797983,29.729797979797976,14.392857142857142,32.392857142857146
カトレア,4.567857142857143,35.56785714285715,8.301190476190476,30.301190476190477
ブレーメン,12.407178932178931,47.407178932178944,15.183333333333332,47.18333333333333
冬眠,7.034523809523811,29.034523809523808,13.066666666666666,34.06666666666666
又三郎,10.676190476190476,26.676190476190474,4.7595238095238095,22.75952380952381
左右盲,5.966666666666667,29.966666666666665,15.869047619047615,57.86904761904764
月に吠える,7.961544011544012,45.96154401154402,10.24606782106782,54.24606782106784
準透明少年,12.510786435786434,43.51078643578645,7.192857142857143,33.19285714285716
爆弾魔,5.950000000000001,16.950000000000003,25.380999555999555,47.3809995559996
第一夜,22.620584970584964,50.620584970585014,6.782814407814408,24.782814407814406
老人と海,3.4837662337662336,32.48376623376624,3.5,45.49999999999999
言って。,10.783333333333335,29.78333333333334,15.213095238095235,46.21309523809526
負け犬にアンコールはいらない,12.67063492063492,31.670634920634924,19.439754689754686,55.439754689754714
都落ち,9.132936507936508,40.13293650793651,5.805555555555556,24.805555555555557
雲と幽霊,7.019047619047619,28.01904761904762,12.339224664224663,40.33922466422468
靴の花火,6.15,18.15,13.427788877788878,57.4277888777889
４５１,9.215018315018314,39.215018315018334,2.1625,35.1625
