song,numerator_A,denominator_A,numerator_S,denominator_S
あの夏に咲け,56,315,27,147
ただ君に晴れ,31,126,39,129
カトレア,14,200,37,191
ブレーメン,49,294,51,243
冬眠,20,130,48,174
又三郎,38,134,14,104
左右盲,17,137,71,407
月に吠える,24,252,32,296
準透明少年,42,228,27,183
爆弾魔,20,86,103,257
第一夜,84,280,19,109
老人と海,13,187,13,265
言って。,26,121,46,201
負け犬にアンコールはいらない,38,152,68,284
都落ち,27,213,15,110
雲と幽霊,18,123,32,172
靴の花火,20,80,39,303
４５１,26,206,7,205
