song,numerator_A,denominator_A,numerator_S,denominator_S
あの夏に咲け,12.305952380952379,49.305952380952384,9.163888888888888,33.163888888888906
ただ君に晴れ,10.807936507936507,29.80793650793651,14.4375,32.4375
カトレア,4.358333333333333,35.358333333333334,8.229166666666666,30.229166666666664
ブレーメン,12.081349206349206,47.08134920634922,14.736111111111109,46.73611111111112
冬眠,6.8500000000000005,28.85,12.837499999999999,33.83750000000001
又三郎,10.402777777777777,26.402777777777782,4.625,22.625
左右盲,5.958333333333334,29.958333333333336,15.377407407407407,57.37740740740741
月に吠える,7.702380952380952,45.702380952380956,9.905357142857143,53.90535714285715
準透明少年,12.151322751322752,43.151322751322766,7.183333333333334,33.18333333333333
爆弾魔,5.9222222222222225,16.92222222222222,24.735714285714284,46.735714285714295
第一夜,21.824166666666667,49.824166666666684,6.632539682539681,24.632539682539683
老人と海,3.375,32.375,3.375,45.375
言って。,10.750000000000002,29.749999999999996,14.870833333333332,45.87083333333334
負け犬にアンコールはいらない,12.089999999999998,31.09,18.68642857142857,54.686428571428564
都落ち,8.676388888888887,39.676388888888894,5.683333333333334,24.683333333333334
雲と幽霊,6.822222222222222,27.822222222222223,11.894949494949495,39.8949494949495
靴の花火,6.208333333333334,18.208333333333336,12.808035714285714,56.808035714285715
４５１,9.02222222222222,39.02222222222223,2.068452380952381,35.06845238095239
