song,numerator_A,denominator_A,numerator_S,denominator_S
あの夏に咲け,78,343,35,138
ただ君に晴れ,70,203,59,155
カトレア,20,198,28,119
ブレーメン,47,221,63,220
冬眠,22,120,55,152
又三郎,39,108,12,71
左右盲,22,122,127,493
月に吠える,31,218,39,238
準透明少年,64,272,20,120
爆弾魔,18,60,104,213
第一夜,145,361,35,151
老人と海,16,204,11,186
言って。,35,112,81,286
負け犬にアンコールはいらない,40,121,76,261
都落ち,27,148,16,100
雲と幽霊,24,117,78,334
靴の花火,17,67,67,348
４５１,61,270,9,299
